,City,Year,Main Cause
3429,Houston,2023,Driver Fatigue
3430,Houston,2023,Tailgating
3431,Houston,2023,Tailgating
3432,Houston,2023,Aggressive Driving
3433,Houston,2023,Tailgating
3434,Houston,2023,Aggressive Driving
3435,Houston,2023,Failure to Yield
3436,Houston,2023,Weather Conditions
3437,Houston,2023,Running Red Light
3439,Houston,2023,Tailgating
3441,Houston,2023,Aggressive Driving
3442,Houston,2023,Improper Lane Change
3443,Houston,2023,Driver Fatigue
3444,Houston,2023,Unlicensed Driver
3445,Houston,2023,Unlicensed Driver
3446,Houston,2023,Tailgating
3447,Houston,2023,Alcohol Involvement
3448,Houston,2023,Speeding
3449,Houston,2023,Running Red Light
3450,Houston,2023,Unlicensed Driver
3451,Houston,2023,Driver Fatigue
3453,Houston,2023,Speeding
3454,Houston,2023,Distracted Driving
3455,Houston,2023,Running Red Light
3456,Houston,2023,Drug Involvement
3457,Houston,2023,Improper Lane Change
3458,Houston,2023,Drug Involvement
3459,Houston,2023,Failure to Yield
3460,Houston,2023,Improper Lane Change
3463,Houston,2023,Tailgating
3467,Houston,2023,Alcohol Involvement
3468,Houston,2023,Improper Lane Change
3469,Houston,2023,Speeding
3472,Houston,2023,Drug Involvement
3473,Houston,2023,Failure to Yield
3474,Houston,2023,Weather Conditions
3475,Houston,2023,Drug Involvement
3476,Houston,2023,Tailgating
3477,Houston,2023,Running Red Light
3478,Phoenix,2017,Unlicensed Driver
3479,Phoenix,2017,Driver Fatigue
3484,Phoenix,2017,Improper Lane Change
3485,Phoenix,2017,Alcohol Involvement
3486,Phoenix,2017,Aggressive Driving
3487,Phoenix,2017,Improper Lane Change
3489,Phoenix,2017,Driver Fatigue
3490,Phoenix,2017,Running Red Light
3491,Phoenix,2017,Failure to Yield
3492,Phoenix,2017,Alcohol Involvement
3493,Phoenix,2017,Improper Lane Change
3494,Phoenix,2017,Aggressive Driving
3495,Phoenix,2017,Tailgating
3496,Phoenix,2017,Running Red Light
3498,Phoenix,2017,Alcohol Involvement
3499,Phoenix,2017,Weather Conditions
3500,Phoenix,2017,Alcohol Involvement
3502,Phoenix,2017,Driver Fatigue
3504,Phoenix,2017,Weather Conditions
3505,Phoenix,2017,Weather Conditions
3506,Phoenix,2017,Distracted Driving
3507,Phoenix,2017,Improper Lane Change
3508,Phoenix,2017,Weather Conditions
3509,Phoenix,2017,Tailgating
3512,Phoenix,2017,Weather Conditions
3513,Phoenix,2017,Running Red Light
3514,Phoenix,2017,Weather Conditions
3515,Phoenix,2017,Drug Involvement
3516,Phoenix,2017,Drug Involvement
3517,Phoenix,2017,Improper Lane Change
3518,Phoenix,2017,Tailgating
3519,Phoenix,2017,Drug Involvement
3520,Phoenix,2017,Improper Lane Change
3521,Phoenix,2017,Distracted Driving
3522,Phoenix,2017,Driver Fatigue
3523,Phoenix,2017,Weather Conditions
3524,Phoenix,2017,Distracted Driving
3525,Phoenix,2017,Tailgating
3526,Phoenix,2017,Unlicensed Driver
3528,Phoenix,2017,Failure to Yield
3530,Phoenix,2017,Running Red Light
3532,Phoenix,2017,Failure to Yield
3533,Phoenix,2017,Aggressive Driving
3534,Phoenix,2017,Tailgating
3535,Phoenix,2017,Drug Involvement
3536,Phoenix,2017,Tailgating
3537,Phoenix,2017,Improper Lane Change
3539,Phoenix,2017,Running Red Light
3540,Phoenix,2017,Distracted Driving
3542,Phoenix,2017,Aggressive Driving
3543,Phoenix,2017,Failure to Yield
3544,Phoenix,2017,Aggressive Driving
3545,Phoenix,2017,Speeding
3548,Phoenix,2017,Drug Involvement
3549,Phoenix,2017,Running Red Light
3551,Phoenix,2017,Tailgating
3552,Phoenix,2017,Running Red Light
3553,Phoenix,2017,Alcohol Involvement
3554,Phoenix,2017,Drug Involvement
3555,Phoenix,2017,Tailgating
3557,Phoenix,2017,Failure to Yield
3561,Phoenix,2017,Improper Lane Change
3562,Phoenix,2017,Unlicensed Driver
3563,Phoenix,2017,Alcohol Involvement
3564,Phoenix,2017,Unlicensed Driver
3566,Phoenix,2017,Running Red Light
3568,Phoenix,2017,Tailgating
3569,Phoenix,2017,Distracted Driving
3572,Phoenix,2017,Driver Fatigue
3573,Phoenix,2017,Tailgating
3574,Phoenix,2017,Distracted Driving
3575,Phoenix,2017,Improper Lane Change
3577,Phoenix,2017,Alcohol Involvement
3578,Phoenix,2017,Distracted Driving
3579,Phoenix,2017,Speeding
3582,Phoenix,2017,Driver Fatigue
3583,Phoenix,2017,Tailgating
3584,Phoenix,2017,Speeding
3585,Phoenix,2017,Weather Conditions
3586,Phoenix,2017,Tailgating
3589,Phoenix,2017,Alcohol Involvement
3590,Phoenix,2017,Driver Fatigue
3591,Phoenix,2017,Improper Lane Change
3592,Phoenix,2017,Alcohol Involvement
3593,Phoenix,2017,Alcohol Involvement
3595,Phoenix,2017,Weather Conditions
3596,Phoenix,2017,Running Red Light
3597,Phoenix,2017,Driver Fatigue
3598,Phoenix,2017,Weather Conditions
3599,Phoenix,2017,Drug Involvement
3600,Phoenix,2017,Speeding
3601,Phoenix,2017,Improper Lane Change
3602,Phoenix,2017,Tailgating
3603,Phoenix,2017,Tailgating
3604,Phoenix,2017,Speeding
3605,Phoenix,2017,Alcohol Involvement
3606,Phoenix,2017,Aggressive Driving
3607,Phoenix,2017,Tailgating
3608,Phoenix,2017,Running Red Light
3609,Phoenix,2017,Weather Conditions
3610,Phoenix,2017,Weather Conditions
3611,Phoenix,2017,Tailgating
3613,Phoenix,2017,Failure to Yield
3614,Phoenix,2017,Aggressive Driving
3615,Phoenix,2017,Aggressive Driving
3617,Phoenix,2017,Drug Involvement
3618,Phoenix,2017,Improper Lane Change
3620,Phoenix,2017,Tailgating
3621,Phoenix,2017,Running Red Light
3622,Phoenix,2017,Unlicensed Driver
3623,Phoenix,2017,Alcohol Involvement
3625,Phoenix,2017,Improper Lane Change
3626,Phoenix,2018,Speeding
3627,Phoenix,2018,Unlicensed Driver
3628,Phoenix,2018,Running Red Light
3629,Phoenix,2018,Failure to Yield
3630,Phoenix,2018,Tailgating
3632,Phoenix,2018,Improper Lane Change
3633,Phoenix,2018,Alcohol Involvement
3635,Phoenix,2018,Aggressive Driving
3636,Phoenix,2018,Distracted Driving
3637,Phoenix,2018,Drug Involvement
3638,Phoenix,2018,Improper Lane Change
3639,Phoenix,2018,Drug Involvement
3642,Phoenix,2018,Improper Lane Change
3643,Phoenix,2018,Driver Fatigue
3644,Phoenix,2018,Drug Involvement
3646,Phoenix,2018,Speeding
3647,Phoenix,2018,Failure to Yield
3653,Phoenix,2018,Unlicensed Driver
3655,Phoenix,2018,Running Red Light
3657,Phoenix,2018,Speeding
3659,Phoenix,2018,Running Red Light
3660,Phoenix,2018,Driver Fatigue
3661,Phoenix,2018,Alcohol Involvement
3666,Phoenix,2018,Unlicensed Driver
3667,Phoenix,2018,Failure to Yield
3668,Phoenix,2018,Improper Lane Change
3669,Phoenix,2018,Alcohol Involvement
3670,Phoenix,2018,Distracted Driving
3671,Phoenix,2018,Unlicensed Driver
3672,Phoenix,2018,Drug Involvement
3673,Phoenix,2018,Unlicensed Driver
3675,Phoenix,2018,Improper Lane Change
3677,Phoenix,2018,Failure to Yield
3678,Phoenix,2018,Drug Involvement
3680,Phoenix,2018,Tailgating
3683,Phoenix,2018,Alcohol Involvement
3685,Phoenix,2018,Distracted Driving
3688,Phoenix,2018,Improper Lane Change
3689,Phoenix,2018,Improper Lane Change
3691,Phoenix,2018,Improper Lane Change
3692,Phoenix,2018,Aggressive Driving
3693,Phoenix,2018,Driver Fatigue
3694,Phoenix,2018,Weather Conditions
3695,Phoenix,2018,Failure to Yield
3696,Phoenix,2018,Weather Conditions
3697,Phoenix,2018,Running Red Light
3698,Phoenix,2018,Driver Fatigue
3702,Phoenix,2018,Weather Conditions
3703,Phoenix,2018,Failure to Yield
3705,Phoenix,2018,Aggressive Driving
3706,Phoenix,2018,Alcohol Involvement
3709,Phoenix,2018,Aggressive Driving
3710,Phoenix,2018,Unlicensed Driver
3711,Phoenix,2018,Alcohol Involvement
3712,Phoenix,2018,Distracted Driving
3713,Phoenix,2018,Improper Lane Change
3715,Phoenix,2018,Speeding
3716,Phoenix,2018,Unlicensed Driver
3717,Phoenix,2018,Aggressive Driving
3718,Phoenix,2018,Weather Conditions
3719,Phoenix,2018,Aggressive Driving
3723,Phoenix,2018,Improper Lane Change
3724,Phoenix,2018,Alcohol Involvement
3726,Phoenix,2018,Tailgating
3727,Phoenix,2018,Drug Involvement
3728,Phoenix,2018,Aggressive Driving
3729,Phoenix,2018,Speeding
3730,Phoenix,2018,Alcohol Involvement
3731,Phoenix,2018,Failure to Yield
3734,Phoenix,2018,Speeding
3736,Phoenix,2018,Drug Involvement
3737,Phoenix,2018,Weather Conditions
3738,Phoenix,2018,Speeding
3740,Phoenix,2018,Tailgating
3741,Phoenix,2018,Speeding
3742,Phoenix,2018,Unlicensed Driver
3743,Phoenix,2018,Tailgating
3745,Phoenix,2018,Improper Lane Change
3746,Phoenix,2018,Distracted Driving
3748,Phoenix,2018,Driver Fatigue
3750,Phoenix,2018,Drug Involvement
3752,Phoenix,2018,Improper Lane Change
3754,Phoenix,2018,Speeding
3755,Phoenix,2018,Speeding
3756,Phoenix,2018,Drug Involvement
3757,Phoenix,2018,Failure to Yield
3758,Phoenix,2018,Unlicensed Driver
3759,Phoenix,2018,Alcohol Involvement
3760,Phoenix,2018,Failure to Yield
3761,Phoenix,2018,Tailgating
3763,Phoenix,2018,Speeding
3764,Phoenix,2018,Weather Conditions
3765,Phoenix,2018,Alcohol Involvement
3767,Phoenix,2018,Speeding
3773,Phoenix,2018,Running Red Light
3775,Phoenix,2019,Distracted Driving
3777,Phoenix,2019,Unlicensed Driver
3778,Phoenix,2019,Failure to Yield
3779,Phoenix,2019,Aggressive Driving
3782,Phoenix,2019,Running Red Light
3783,Phoenix,2019,Weather Conditions
3786,Phoenix,2019,Aggressive Driving
3788,Phoenix,2019,Alcohol Involvement
3789,Phoenix,2019,Unlicensed Driver
3791,Phoenix,2019,Distracted Driving
3792,Phoenix,2019,Alcohol Involvement
3793,Phoenix,2019,Aggressive Driving
3794,Phoenix,2019,Improper Lane Change
3795,Phoenix,2019,Drug Involvement
3797,Phoenix,2019,Drug Involvement
3798,Phoenix,2019,Running Red Light
3800,Phoenix,2019,Unlicensed Driver
3801,Phoenix,2019,Tailgating
3802,Phoenix,2019,Aggressive Driving
3803,Phoenix,2019,Weather Conditions
3805,Phoenix,2019,Aggressive Driving
3806,Phoenix,2019,Aggressive Driving
3807,Phoenix,2019,Improper Lane Change
3808,Phoenix,2019,Unlicensed Driver
3809,Phoenix,2019,Unlicensed Driver
3810,Phoenix,2019,Weather Conditions
3811,Phoenix,2019,Improper Lane Change
3812,Phoenix,2019,Speeding
3813,Phoenix,2019,Drug Involvement
3814,Phoenix,2019,Aggressive Driving
3815,Phoenix,2019,Drug Involvement
3816,Phoenix,2019,Improper Lane Change
3817,Phoenix,2019,Running Red Light
3818,Phoenix,2019,Running Red Light
3819,Phoenix,2019,Weather Conditions
3821,Phoenix,2019,Aggressive Driving
3822,Phoenix,2019,Running Red Light
3823,Phoenix,2019,Aggressive Driving
3824,Phoenix,2019,Unlicensed Driver
3825,Phoenix,2019,Weather Conditions
3826,Phoenix,2019,Tailgating
3828,Phoenix,2019,Distracted Driving
3830,Phoenix,2019,Running Red Light
3831,Phoenix,2019,Distracted Driving
3834,Phoenix,2019,Driver Fatigue
3836,Phoenix,2019,Failure to Yield
3837,Phoenix,2019,Aggressive Driving
3838,Phoenix,2019,Speeding
3840,Phoenix,2019,Alcohol Involvement
3841,Phoenix,2019,Alcohol Involvement
3843,Phoenix,2019,Running Red Light
3844,Phoenix,2019,Weather Conditions
3845,Phoenix,2019,Tailgating
3847,Phoenix,2019,Improper Lane Change
3848,Phoenix,2019,Tailgating
3849,Phoenix,2019,Alcohol Involvement
3850,Phoenix,2019,Alcohol Involvement
3852,Phoenix,2019,Distracted Driving
3853,Phoenix,2019,Running Red Light
3854,Phoenix,2019,Distracted Driving
3857,Phoenix,2019,Tailgating
3858,Phoenix,2019,Tailgating
3859,Phoenix,2019,Running Red Light
3860,Phoenix,2019,Unlicensed Driver
3861,Phoenix,2019,Alcohol Involvement
3862,Phoenix,2019,Aggressive Driving
3863,Phoenix,2019,Tailgating
3864,Phoenix,2019,Tailgating
3865,Phoenix,2019,Driver Fatigue
3866,Phoenix,2019,Unlicensed Driver
3867,Phoenix,2019,Driver Fatigue
3868,Phoenix,2019,Aggressive Driving
3869,Phoenix,2019,Weather Conditions
3870,Phoenix,2019,Distracted Driving
3871,Phoenix,2019,Running Red Light
3874,Phoenix,2019,Tailgating
3875,Phoenix,2020,Alcohol Involvement
3876,Phoenix,2020,Weather Conditions
3877,Phoenix,2020,Failure to Yield
3881,Phoenix,2020,Alcohol Involvement
3882,Phoenix,2020,Aggressive Driving
3884,Phoenix,2020,Distracted Driving
3885,Phoenix,2020,Drug Involvement
3887,Phoenix,2020,Tailgating
3888,Phoenix,2020,Speeding
3889,Phoenix,2020,Improper Lane Change
3890,Phoenix,2020,Driver Fatigue
3892,Phoenix,2020,Drug Involvement
3893,Phoenix,2020,Driver Fatigue
3894,Phoenix,2020,Driver Fatigue
3895,Phoenix,2020,Weather Conditions
3898,Phoenix,2020,Failure to Yield
3899,Phoenix,2020,Speeding
3901,Phoenix,2020,Drug Involvement
3902,Phoenix,2020,Alcohol Involvement
3903,Phoenix,2020,Alcohol Involvement
3904,Phoenix,2020,Speeding
3905,Phoenix,2020,Weather Conditions
3907,Phoenix,2020,Weather Conditions
3908,Phoenix,2020,Distracted Driving
3909,Phoenix,2020,Running Red Light
3910,Phoenix,2020,Weather Conditions
3912,Phoenix,2020,Running Red Light
3913,Phoenix,2020,Alcohol Involvement
3914,Phoenix,2020,Distracted Driving
3915,Phoenix,2020,Improper Lane Change
3916,Phoenix,2020,Aggressive Driving
3917,Phoenix,2020,Speeding
3918,Phoenix,2020,Failure to Yield
3920,Phoenix,2020,Aggressive Driving
3921,Phoenix,2020,Distracted Driving
3923,Phoenix,2020,Failure to Yield
3924,Phoenix,2020,Drug Involvement
3927,Phoenix,2020,Alcohol Involvement
3928,Phoenix,2020,Driver Fatigue
3929,Phoenix,2020,Failure to Yield
3931,Phoenix,2020,Tailgating
3932,Phoenix,2020,Aggressive Driving
3933,Phoenix,2020,Distracted Driving
3934,Phoenix,2020,Failure to Yield
3936,Phoenix,2020,Tailgating
3937,Phoenix,2020,Speeding
3938,Phoenix,2020,Drug Involvement
3939,Phoenix,2020,Driver Fatigue
3940,Phoenix,2020,Failure to Yield
3941,Phoenix,2020,Improper Lane Change
3942,Phoenix,2020,Alcohol Involvement
3944,Phoenix,2020,Tailgating
3945,Phoenix,2020,Improper Lane Change
3949,Phoenix,2020,Running Red Light
3950,Phoenix,2020,Unlicensed Driver
3952,Phoenix,2020,Drug Involvement
3953,Phoenix,2020,Improper Lane Change
3954,Phoenix,2020,Aggressive Driving
3955,Phoenix,2020,Running Red Light
3956,Phoenix,2020,Distracted Driving
3957,Phoenix,2020,Distracted Driving
3958,Phoenix,2020,Aggressive Driving
3959,Phoenix,2020,Alcohol Involvement
3960,Phoenix,2020,Running Red Light
3961,Phoenix,2020,Aggressive Driving
3965,Phoenix,2020,Alcohol Involvement
3966,Phoenix,2020,Drug Involvement
3971,Phoenix,2020,Running Red Light
3972,Phoenix,2020,Distracted Driving
3973,Phoenix,2020,Weather Conditions
3975,Phoenix,2020,Tailgating
3976,Phoenix,2020,Alcohol Involvement
3977,Phoenix,2020,Drug Involvement
3979,Phoenix,2020,Improper Lane Change
3981,Phoenix,2020,Improper Lane Change
3982,Phoenix,2020,Unlicensed Driver
3983,Phoenix,2020,Drug Involvement
3985,Phoenix,2021,Aggressive Driving
3987,Phoenix,2021,Alcohol Involvement
3989,Phoenix,2021,Drug Involvement
3990,Phoenix,2021,Improper Lane Change
3991,Phoenix,2021,Improper Lane Change
3992,Phoenix,2021,Aggressive Driving
3993,Phoenix,2021,Improper Lane Change
3994,Phoenix,2021,Improper Lane Change
3995,Phoenix,2021,Aggressive Driving
3996,Phoenix,2021,Speeding
3997,Phoenix,2021,Drug Involvement
3998,Phoenix,2021,Alcohol Involvement
3999,Phoenix,2021,Improper Lane Change
4001,Phoenix,2021,Improper Lane Change
4003,Phoenix,2021,Running Red Light
4004,Phoenix,2021,Distracted Driving
4005,Phoenix,2021,Distracted Driving
4006,Phoenix,2021,Distracted Driving
4012,Phoenix,2021,Failure to Yield
4013,Phoenix,2021,Improper Lane Change
4014,Phoenix,2021,Alcohol Involvement
4015,Phoenix,2021,Improper Lane Change
4016,Phoenix,2021,Drug Involvement
4018,Phoenix,2021,Alcohol Involvement
4019,Phoenix,2021,Drug Involvement
4020,Phoenix,2021,Failure to Yield
4022,Phoenix,2021,Failure to Yield
4024,Phoenix,2021,Improper Lane Change
4025,Phoenix,2021,Running Red Light
4026,Phoenix,2021,Aggressive Driving
4031,Phoenix,2021,Tailgating
4032,Phoenix,2021,Running Red Light
4034,Phoenix,2021,Failure to Yield
4036,Phoenix,2021,Unlicensed Driver
4039,Phoenix,2021,Alcohol Involvement
4040,Phoenix,2021,Alcohol Involvement
4041,Phoenix,2021,Improper Lane Change
4044,Phoenix,2021,Failure to Yield
4045,Phoenix,2021,Alcohol Involvement
4047,Phoenix,2021,Alcohol Involvement
4048,Phoenix,2021,Aggressive Driving
4050,Phoenix,2021,Improper Lane Change
4053,Phoenix,2021,Alcohol Involvement
4055,Phoenix,2021,Distracted Driving
4056,Phoenix,2021,Speeding
4057,Phoenix,2021,Tailgating
4059,Phoenix,2021,Tailgating
4060,Phoenix,2021,Aggressive Driving
4063,Phoenix,2021,Unlicensed Driver
4067,Phoenix,2021,Aggressive Driving
4068,Phoenix,2021,Aggressive Driving
4070,Phoenix,2021,Alcohol Involvement
4071,Phoenix,2021,Aggressive Driving
4072,Phoenix,2021,Speeding
4073,Phoenix,2021,Unlicensed Driver
4074,Phoenix,2021,Drug Involvement
4076,Phoenix,2021,Unlicensed Driver
4077,Phoenix,2021,Drug Involvement
4078,Phoenix,2021,Failure to Yield
4081,Phoenix,2021,Alcohol Involvement
4082,Phoenix,2021,Drug Involvement
4083,Phoenix,2021,Distracted Driving
4084,Phoenix,2021,Distracted Driving
4086,Phoenix,2021,Distracted Driving
4088,Phoenix,2021,Weather Conditions
4089,Phoenix,2022,Distracted Driving
4090,Phoenix,2022,Tailgating
4092,Phoenix,2022,Running Red Light
4093,Phoenix,2022,Weather Conditions
4094,Phoenix,2022,Tailgating
4095,Phoenix,2022,Tailgating
4097,Phoenix,2022,Tailgating
4098,Phoenix,2022,Weather Conditions
4099,Phoenix,2022,Weather Conditions
4100,Phoenix,2022,Alcohol Involvement
4101,Phoenix,2022,Weather Conditions
4103,Phoenix,2022,Running Red Light
4104,Phoenix,2022,Unlicensed Driver
4105,Phoenix,2022,Weather Conditions
4106,Phoenix,2022,Unlicensed Driver
4107,Phoenix,2022,Drug Involvement
4111,Phoenix,2022,Alcohol Involvement
4112,Phoenix,2022,Failure to Yield
4113,Phoenix,2022,Running Red Light
4114,Phoenix,2022,Failure to Yield
4115,Phoenix,2022,Weather Conditions
4116,Phoenix,2022,Distracted Driving
4117,Phoenix,2022,Improper Lane Change
4118,Phoenix,2022,Weather Conditions
4119,Phoenix,2022,Distracted Driving
4121,Phoenix,2022,Failure to Yield
4122,Phoenix,2022,Distracted Driving
4123,Phoenix,2022,Improper Lane Change
4124,Phoenix,2022,Aggressive Driving
4125,Phoenix,2022,Aggressive Driving
4126,Phoenix,2022,Improper Lane Change
4129,Phoenix,2022,Speeding
4130,Phoenix,2022,Distracted Driving
4131,Phoenix,2022,Alcohol Involvement
4133,Phoenix,2022,Failure to Yield
4134,Phoenix,2022,Distracted Driving
4135,Phoenix,2022,Driver Fatigue
4137,Phoenix,2022,Distracted Driving
4139,Phoenix,2022,Distracted Driving
4140,Phoenix,2022,Tailgating
4141,Phoenix,2022,Improper Lane Change
4143,Phoenix,2022,Drug Involvement
4144,Phoenix,2022,Weather Conditions
4145,Phoenix,2022,Unlicensed Driver
4146,Phoenix,2022,Alcohol Involvement
4147,Phoenix,2022,Alcohol Involvement
4152,Phoenix,2022,Failure to Yield
4153,Phoenix,2022,Drug Involvement
4154,Phoenix,2022,Distracted Driving
4155,Phoenix,2022,Aggressive Driving
4156,Phoenix,2022,Weather Conditions
4157,Phoenix,2022,Unlicensed Driver
4158,Phoenix,2022,Running Red Light
4159,Phoenix,2022,Distracted Driving
4160,Phoenix,2022,Drug Involvement
4162,Phoenix,2022,Alcohol Involvement
